CITATION,INSTRUMENT,Neutral Citation
"['[2021 No.', '[2005] IEHC 116', '[2006] 1 I.R. 321']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Convention']",2021_IEHC_289
"['[2020 No.', '(Case C-627/19)', '[2015] ECHR 77']","['European Council Framework Decision', 'Framework Decision', 'European Arrest Warrant Act', 'Act of 2003', 'Road Traffic Act', 'European Convention', 'ECHR']",2021_IEHC_460
"['(2002/584/JHA)', '(Case C-105/03)', '(Case C-122/17)', '(Case C-413/15)', '(Case C-579/15)', '[2018] IESC 69', '[2002] IESC 73', '[2003] 2 I.R. 396', '[1972] I.R. 416', '[2003] 2 I.R. 544', '[2001] 3 I.R. 251', '(Application to Third Countries and Amendment) and Extradition (Amendment) Act', '[2006] 3 I.R. 148', '(Application to Third Countries (Iceland and Norway) Order 2020']","['European Arrest Warrant Act', 'Act of 2003', '2002 Framework Decision', 'Framework Decision', 'European Arrest Warrant Act 2003', 'Act of 2003"")', 'CJEU', 'Council Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Framework Decision 2002/584', 'Framework Decision 2009/299', 'Iceland Treaty', 'Lisbon Treaty', 'EU Treaty', 'Treaty of Lisbon', 'Opinion, Framework Decision 2002/584', 'Act (People (Attorney General) v. Dwyer', 'Interpretation Act 2005', '2003 Act', 'Interpretation Act', 'European Arrest Warrant', 'Law Reform Commission’s Revised Version of the Act of 2003', 'European Union (European Arrest Warrant Act 2003', 'Amendment) Regulations 2021', 'European Communities Act', 'Transfer of Sentenced Persons Act', 'Criminal Justice (Terrorist Offences) Act', 'Criminal Justice (Miscellaneous Provisions) Act', 'Act of 2009', '2005 Act', '2021 Regulations']",2021_IEHC_572
"['[2015] 4 IR 535', '[2012] 3 IR 222', '[2019] IECA 81', '[2011] IEHC 380', '[2018] IEHC 134', '[2021] IECA 5', '[2006] IEHC 371', '[2012] IESC 39', '[2015] IESC 103', '[2015] 4 IR 53', '[2016] IESC 45', '[2019] IECA 346']","['Immigration Act 1999', 'Persons) Regulation 2015', '2015 Regulations', 'EU Treaty', 'EU Free Movement Directive 24/38']",2021_IECA_242
"['[2020 No.', '[2021] IEHC 162', '[2015] IEHC 310', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Polish Code', 'European Council Framework Decision 2008/909/JHA', 'European Convention', 'ECHR', 'EU Directive 2016/343', 'Framework Decision 2002/584']",2021_IEHC_461
"['[2018] IESC 68', '[2011] IEHC 248', '[2018] IESC 69', '[2020] IECA 233', '[2013] IESC 24', '[2013] IEHC 323', '[2016] IESC 17', '[2020] IESC 12']","['European Arrest Warrant Act 2003', 'Act of 2003', '2003 Act', 'Framework Decision', 'Council Framework Decision', 'Hague Convention', 'Revised Brussels II Regulations', 'Legal Aid (Custody Issues Scheme)']",2021_IECA_79
"['[2021 No.', '[2011] IESC 1', '[2011] 1 I.R. 384', '[2015] IESC 55', '[2016] IEHC 82', '[2016] IEHC 81']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Act of 2003 9', 'Act of 2003 18', 'Act of 2003 24', 'Council Framework Decision 2009/299/JHA']",2021_IEHC_375
"['[2008] IEHC 289', '[2011] IEHC 328', '[2015] IEHC 638']","['Government Framework for Restrictive Measures', '2011 Guidelines', 'Immigration Act 2004', '2004 Act', 'Employment Permits Act 2003', 'Act of 2004', 'International Protection Act 2015', 'Fisheries (Amendment) Act 1997', 'Fisheries (Amendment) Act 2001']",2021_IEHC_226
['[2020 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Child Trafficking and Pornography Act', 'National Administration of Penitentiaries', 'European Convention', 'ECHR', 'Framework Decision']",2021_IEHC_271
"['[1996] 2 IR 459', '[2002] 3 IR 510', '[1996] IEHC 46', '[2005] IEHC 294', '[2005] 1 ILRM 190']",['Legal Services Regulation Act 2015'],2021_IECA_111
"['[2021 No.', '[2021] IEHC 196', '[2008] IESC 52']","['European Arrest Warrant Act', 'Act of 2003', 'Polish Penal Code']",2021_IEHC_508
"['[2020 No.', '[2008] 4 I.R. 480', '[2009] IESC 48']","['European Arrest Warrant Act', 'Act of 2003', 'Act of 2003 10', 'Criminal Justice (Public Order) Act', 'Act of 1994', 'Act of 2003 25', 'European Convention', 'Constitution.', 'European Council Framework Decision', 'Framework Decision', 'ECHR']",2021_IEHC_590
"['[2020 No.', '[2009] IESC 48', '[2010] IESC 45', '[2020] IEHC 143', '(2017) 65 EHRR 1']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'Road Traffic Act', 'Council Framework Decision', 'European Convention', 'ECHR']",2021_IEHC_206
"['[2020 No.', '(Case C-571/17 PPU', '[2018] IESC 8']","['European Arrest Warrant Act', 'Act of 2003', 'Council Framework Decision', 'Framework Decision', 'Misuse of Drugs Act', 'Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA']",2021_IEHC_197
"['[2017] IEHC 527', '[2019] IEHC 412', '[2019] IEHC 411', '[1993] 1 IR 39', '[1986] IR 642', '[2001] IESC 16', '[1991] ILRM 465', '[2017] IESC 35', '[2010] 2 IR 701', '[2009] IEHC 279', '[1986] ILRM 593', '[1986] I.R. 377', '[2000] 2 IR 360', '[2002] 1 IR 164', '[2003] 1 IR 1', '[2008] 3 IR 663', '[1986] I.L.R.M. 593', '[1986] I.R. 733', '[2008] IEHC 306']","['Employment Permits Act 2006', '2006 Act', 'Review Decision\t 7', 'Act of 2006', 'Immigration Act 2004', '2004 Act', 'Aliens Act 1935', 'Immigration Acts 1999']",2021_IEHC_494
['[2021] IEHC 275'],"['Immigration Act 1999', 'European Convention', '1999 Act']",2021_IEHC_302
"['[2021] IESC 61', '[2006] IESC 27', '[2020] IECA 183', '[2020] IESC 73', '[2021] IESC 47', '[2006] IEHC 137', '[2007] 1 IR 690', '[2007] 2 IR 81']","['European Convention', 'Legal Services Regulation Act', '2015 Act']",2021_IESC_67
"['[2019] IEHC 21', '[2017] IEHC 13', '[2011] IESC 2', '[2016] IEHC 737', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2021] IEHC 40', '[2021] IEHC 43', '[2021] IEHC 430', '[2017] IESC 61']","['International Protection Act 2015', '2015 Act', 'European Convention', 'ECHR)', 'Deportation Order.']",2021_IEHC_586
"['[2017] IEHC 232', '[2017] IECA 267', '[2018] IESC 42', '[2020] IEHC 310', '[1931] IR 337', '(Case 367/16)']","['European Arrest Warrant Act 2003', 'Framework Decision 2002/584', 'Framework Decision', 'Act of 2003', '2002 Framework Decision', 'European Arrest Warrant Act', '2003 Act']",2021_IECA_75
"['[2020 No.', '[2009] IESC 48', '[2010] 3 I.R. 783', '[2020] IEHC 143', '(2017) 65 EHRR 1']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'Road Traffic Act', 'European Convention', 'ECHR']",2021_IEHC_210
"['[2021 No.', 'II K 1068/16)', '[2020] IESC 59', '(Case C-108/16 PPU', '(Case C-270/17 PPU', '(Case C-271/17 PPU']","['European Arrest Warrant Act', 'Act of 2003', 'Polish Criminal Code', 'Act of 2003 11', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Polish Code', 'Code of Criminal Procedure)']",2021_IEHC_441
"['[2019 No.', '[2008] IESC 52', '64 § 1', '[2009] IESC 48', '[2012] IESC 37', '[2012] 4 I.R. 147', '[2020] IEHC 84', '[2021] IECA 37', '[2007] IEHC 15', '[2008] IESC 3', '[2008] 4 I.R. 42', '[1992] 1 I.R. 223', '[2012] IESC 16', '[2012] 4 I.R. 1', '[2006] IESC 45', '[2006] 4 I.R. 88']","['European Arrest Warrant Act', 'Act of 2003', 'Penal Code', 'Council Framework Decision', 'Framework Decision', 'Act of 2003:-', 'Misuse of Drugs Act', 'Interpretation Act', 'Act of 2005', 'Constitution of Ireland 1937', 'Criminal Law (Amendment) Act 1935']",2021_IEHC_292
"['[2021] IEHC 275', '[2020] IESC 44', '[1943] 2 All E.R. 560', '[1981] A.C. 75', '[1991] 1 A.C. 254', '[1996] 2 I.L.R.M. 46', '[1998] 1 I.R. 230', '[1998] 1 I.L.R.M. 81', '[2020] IESC 46', '[1991] 1 AC 254', '[2015] UKSC 54', '[2011] 2 I.R. 1', '[2019] IEHC 489', '[2010] IESC 3', '[2010] 2 I.R. 701', '[2002] IESC 44', '[2002] 2 I.R. 169', '[2017] IEHC 570']","['International Protection Act 2015', '2015 Act', 'Respondent’s s. 49', 'Act of 2004', 'Immigration Act 2004', 'Immigration Act 1999', 'Directive 2004/83']",2021_IEHC_276
"['[2020 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Code', 'European Convention', 'ECHR', 'Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Companies Act', 'Act of 2014', 'Act 2001', 'ECHR Rights 11', '2003 Act']",2021_IEHC_149
"['[2020 No.', '[2021] IEHC 438', '[2020] IECA 183']","['Civil Registration Act 2004', 'Legal Services Regulation Act 2015', 'Act of 2015', '2015 Act', 'Civil Registration Act', 'Criminal Justice (Public Order) Act 1994']",2021_IEHC_519
"['(1995) 19 EHRR 179', '[2021] IEHC 589', '[2021] IEHC 302', '[2017] IEHC 745', '[2021] IEHC 275', '[2015] 3 IR 385', '[2015] 3 IR 164', '[2018] IECA 392', '[2020] IEHC 571', '[2004] 2 AC 368']","['Immigration Act 1999', '1999 Act', 'European Convention', 'Act 2004']",2021_IEHC_630
"['[2021 No.', '[2020] IESC 59']","['European Arrest Warrant Act', 'Act of 2003', 'Child Trafficking and Pornography Act', 'Directive 2013/48', 'European Council Framework Decision', 'Framework Decision', 'Act of 2003 23', 'Council Framework Decision 2009/299/JHA', 'Code of Criminal Procedure', '2002 Framework Decision', 'European Convention', 'ECHR']",2021_IEHC_581
"['(9808/02) 44 EHRR 14)  The', '(8139/09)', '(2012) 55 EHRR 1', '[2016] IESC 4', '[2018] 2 IR 270', '[1993] ILRM 606', '[1972] IR 204', '[2003] 3 IR 494', '(Application to Third Countries and Amendment) and Extradition (Amendment) Act 2012))', '[2020] IESC 59', '92\xa0\xa0\xa0\xa0\xa0\xa0The', '[2007] IESC 21', '[2007] 3 IR 732', '[2007] IESC 30', '[2008] 1 IR 669', '[2016] IESC 25', '[2017] 3 IR 562', '[2019] IESC 80', '[2020] 1 ILRM 121', '[2008] IEHC 154', '[2010] 1 IR 456', '(37568/97)', '[2002.584]  2', '[2017] IESC 26', '[2018] IESC 8', '[2019] IEHC 803', '[2015] IECA 69', '[2016] IESC 17', '[2020] IESCDET 54', '[2020] IESC 40', '[2020] IEHC 682', '[2018] EWHC 1532 (Admin)']","['Council Framework Decision 2002/584', 'Framework Decision', 'European Arrest Warrant Act 2003', '2003 Act', 'European Convention', 'ECHR', 'Polish Penal Code', 'Penal Code', 'Framework Directive', 'Enforcement Decision', 'Directive 2016/343', 'Council Framework Decision 2009/299/JHA', 'Framework Decision 2009/299/JHA', 'Convention', 'European Arrest Warrant', 'Framework Decision 2009/299', 'Criminal Justice Act 2006', 'Framework Decision 2002/584', 'German Code', '2003 ACT', '’s Convention']",2021_IECA_209
"['[2020 No.', '[2018] IESC 8', '(Case C-571/17 PPU']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Public Order) Act', 'Act of 2003 10', 'Act of 2003 14', 'European Council Framework Decision', 'Framework Decision', 'Framework Decision 2002/584', 'Council Framework Decision 2009/299/JHA', 'Act of 2003 24', 'European Convention', 'ECHR']",2021_IEHC_305
"['[2019 No.', '[2021] IEHC 32', '[2006] IEHC 250', '[2012] 3 I.R. 297']","['Illegal Immigrants (Trafficking) Act 2000', 'International Protection Act 2015', 'Act of 2015', 'WHAT DOES']",2021_IEHC_313
['2021  1'],"['2003 Act', 'Penal Code', 'Criminal Law (Sexual Offences) Act 1993', 'Person Act 1997', '1997 Act', '1993 Act', 'Act of 2003']",2021_IEHC_241
"['[2020] IECA 141', '[2005] IESC 33', '[2002] 1 I.R. 84', '(App.', '(2009) 49 E.H.R.R. 996', '(2013) 58 E.H.R.R. 792', '[2016] AC 1355', '(2008) E.H.R.R. 957', '[2009] IESC 81', '[2011] I.R. 190', '[2019] NICA 38', '(2018) ECHR 802', '(2007) 46 E.H.R.R. 957', '[2004] 2 All E.R. 409', '[2011] UKSC 20', '[2016] EWHC 2034 (QB)', '[2019] UKSC 7', '[2019] 3 All E.R. 191', '[1965] I.R. 180', '[2020] IESC 49', '[2017] IESC 35', '[2018] 1 I.R. 246', '[1996] 2 I.R. 79', '[2014] IESC 17', '[2014] 2 I.R. 591', '(1996) 21 E.H.R.R. 97', '(2000) 34 E.H.R.R. 425', '(2005) 41 E.H.R.R 20', '[2001] ECHR 327', '51 E.H.R.R. 1', '(2011) 53 E.H.R.R. 18', '(2001) 31 E.H.R.R. 40', '(2007) 44 E.H.R.R. SE19)', '(App No.', '[2019] ECHR 286', '[2004] 1 AC 653', '[2020] NICA 26', '[1971] I.R. 217']","['European Convention', 'Commission of Investigation Act 2004', '2004 Act', 'Human Rights Act 2003', '2003 Act', 'Convention', 'ECHR', 'Investigations 4.1', 'Criminal Procedure Rules', 'Criminal Justice Act 1967', 'UK Human Rights Act 1998', '1998 Act', 'Constitution 9.1', 'Irish Constitution', 'Constitution.', 'Constitution and/or Article 2 ECHR', ') Convention']",2021_IESC_61
"['[2021 No.', '[2010] IESC 16', '[2007] 3 I.R. 732', '[2011] 4 I.R. 662']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Damage Act', 'European Convention', 'ECHR', 'Act of 2003 12', 'Framework Decision', 'Constitution.']",2021_IEHC_580
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Criminal Code', 'Act of 2003 15', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2003 18', 'European Convention', 'ECHR', 'European Council Framework Decision', 'Framework Decision']",2021_IEHC_555
"['[2020 No.', '[2020] IESC 59']","['European Arrest Warrant Act', 'Act of 2003', 'Romanian Criminal Code', 'European Council Framework Decision', 'Framework Decision', 'Criminal Prosecution Code']",2021_IEHC_294
"['[2018 No.', '[2019] IEHC 477', '[2019] 7 JIC 0209', '[2016] IESC 58', '[2016] 1 I.R. 742', '[2020] IECA 183', '[2020] IECA 287', '[2007] IESC 60', '[2008] 2 I.R. 775', '[2020] IEHC 342', '[2020] IECA 277', '[2016] IEHC 202', '[2015] IESC 30']","['2015 Act', 'Legal Services Regulation Act 2015', 'Legal Services Regulation Bill 2011', 'Planning and Development Act 2000', 'Provisions) Act 2011', 'International Protection Act 2015']",2021_IEHC_164
"['[2019 No.', '[2008] IEHC 443']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'Council Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Polish Penal Code']",2021_IEHC_426
"['[2019 No.', '[2011] IEHC 169', '(Case C-571/17 PPU)', '[2017] IESC 26']","['European Arrest Warrant Act', 'Act of 2003', 'Misuse of Drugs Act', 'Act of 1977', 'Act of 2003 18', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Polish Penal Code']",2021_IEHC_631
"['[2019 No.', '[2009] IESC 48', '(Case C-388/08 PPU', '[2016] IEHC 185', '[2016] IECA 130', '[2008] E.C.R. I–8983']","['European Arrest Warrant Act', 'Act of 2003', 'European Convention', 'Convention', 'Firearms Act', 'Firearms and Offensive Weapons Act', 'Road Traffic Act', 'Act of 2003 19', 'UK’s Extradition Act', 'UK Extradition Act', 'Council Framework Decision', 'Framework Decision', '2002 Framework Decision', 'Constitution.']",2021_IEHC_236
"['[2020 No.', '[2015] IESC 104', '[2010] 2 I.R. 701', '[2018] IESC 31', '[2017] IESC 61', '[2020] IESC 55', '[2021] IEHC 439', '[2020] 1 I.L.R.M. 367', '[2018] 2 I.R. 542', '[2021] IECA 99']","['Immigration Act 2004', '2004 Act', 'Act of 2004', 'European Convention', 'Human Rights Act 2003', 'ECHR', 'Art.8 ECHR']",2021_IEHC_521
"['[2020 No.', '(Case C-220/18 PPU', '[2019] IEHC 379']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'ECHR', 'Hungarian National Ethnic Minorities Interest Protection Association EKE &', 'Act of 2003 10', 'Act of 2003 15', 'United Nations Standard Minimum Rules', 'European Prison Rules', 'Framework Decision']",2021_IEHC_537
"['[2021 No.', '[2021] IEHC 316', '[2020] IESC 12', '[2016] ISEC 17', '(Case C-640/15)']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Damage Act', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Convention', 'Framework Decision', 'European Council Framework Decision', '2003 Act']",2021_IEHC_632
['[2021 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Directive 2013/48', 'Road Traffic Act', 'European Convention', 'ECHR', 'European Council Framework Decision', 'Framework Decision']",2021_IEHC_491
"['[2008] E.C.R. I-8983', '[2016] IEHC 185', '[2016] IECA 130', '[2011] IEHC 287', '[2011] IEHC 286', '[2020] IEHC 369', '[2009] ECR I-9579', '[2003] ECRI 10239', '[2006] ECR I 2585', '[2009] ECR I 0000', '[2018] 3 I.R. 191', '[2006] 4 I.R 88', '[2013] 2 I.R. 631', '[2015] IESC 49', '[2014] IESC 34', '[2019] IEHC 187', '(Case C-224/01 Köbler', '[2003] ECR 1', '[2006] ECR 1', '[2009] ECR 1', '[19997 ECR 1', '(Case C-234/04)', '[2006] E.C.R. 1- 2585', '(Case C-224/01)', '[2003] E.C.R. 1', '[2009] E.C.R. 1- 7501', '[2020] IESC 2', '[2006] 4 I.R. 115', '[2013] 2 IR 631', '[1978] I.R. 326', '[1982] I.R. 241', '[2006] IEHC 169', '[2006] IESC 45', '[2006] 4 I.R. 88']","['EUROPEAN ARREST WARRANT ACT', 'Council Framework Decision 2002/584', 'Framework Decision', 'European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Terrorist Offences) Act', 'Surrender of Persons Act', '2003 Act', 'EAW Act']",2021_IECA_159
"['[2020 No.', '[2020] IESC 59', '(Case C-399/11)']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', '2009 Framework Decision', 'European Convention', 'ECHR']",2021_IEHC_405
"['[2021 No.', '(Case C-571/17 PPU', '[2018] IESC 8', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'European Council Framework Decision', 'Framework Decision', '2003 Act', 'ECHR']",2021_IEHC_413
"['[2020 No.', '[2019] 3 I.R. 511', '[2021] IESC 24', '[2019] IECA 242', '[2019] 2 I.L.R.M. 1', '[1980] I.R. 269', '[2006] 4 I.R. 88']","['Misuse of Drugs Act', '1977 Act', 'Firearms Act', '1964 Act', 'European Convention', 'Criminal Justice (Theft and Fraud Offences) Act', '2001 Act', 'Statute of Limitations', 'Criminal Justice Act 2007', 'Principal Act', 'Firearms and Offensive Weapons Act 1990', 'Criminal Justice Act 2006', 'Workplace Relations Act', 'Legal Services Regulation Act 2015']",2021_IEHC_385
"['[2020 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Misuse of Drugs Act', 'European Convention', 'ECHR', 'Framework Decision', 'Council Framework Decision', '2003 Act']",2021_IEHC_150
"['[2016] IEHC 544', '[2019] IECA 332-the', '[2016] IEHC 319', '[2006] IEHC 140', '[2016] IEHC 468', '[2008] IESC 25', '[2008] 3 I.R. 795', '[2000] 2 I.R. 360', '[1995] 2 I.L.R.M. 125', '[2006] IEHC 177', '[2008] IEHC 325', '[2010] IEHC 422', '[2017] IEHC 176', '(App.', '(2015) 60 E.H.R.R. 17', '(Case C-34/09)', '[2011] E.C.R. I-1177', '[2020] IESC 55', '(2014) 58 E.H.R.R. 17', '(Case C-256/11)', '[2011] E.C.R. 1', '[2013] 2 W.L.R. 1093', '[2012] UKUT 48']","['European Convention', 'Immigration Act 1999', '1999 Act', 'Council Directive 2005/85', 'Illegal Immigrants (Trafficking) Act 2000', '2000 Act', 'EU Charter']",2021_IECA_119
"['[2021 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'Criminal Justice (Theft and Fraud Offences) Act', 'Criminal Procedure Code', 'Criminal Code', 'Act of 2003  11', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'Act of 2003 16', 'European Convention', 'ECHR', '2003 Act']",2021_IEHC_445
"['[2020 No.', '[2020] IESC 12']","['European Arrest Warrant Act', 'Act of 2003', 'European Council Framework Decision', 'Framework Decision', 'Criminal Justice (Theft and Fraud Offences) Act', 'Act of 2001', 'Directive 2013/48', 'European Convention', 'ECHR', '2003 Act']",2021_IEHC_404
['[2020 No.'],"['European Arrest Warrant Act', 'Act of 2003', 'Code of Criminal Procedure', 'Forestry Act', 'Criminal Damage Act', 'European Council Framework Decision', 'Framework Decision', 'Council Framework Decision 2009/299/JHA', 'European Convention', 'ECHR', 'National Administration of Penitentiaries in Romania']",2021_IEHC_644
"['[2020 No.', '[2008] 4 I.R. 480', '[1832] 110 ER 485', '[1964] 1 Q.B. 278', '[2009] IESC 48']","['European Arrest Warrant Act', 'Act of 2003', 'Framework Decision', 'Road Traffic Act', 'Act of 1961', 'Road Traffic (Amendment) Act', 'Road Traffic (Licensing of Drivers) Regulations 2006', 'Road Traffic Act 1961', 'Road Haulage Act', 'Criminal Law Act', 'UK Criminal Law Act', 'Criminal Justice Act', 'Act of 2006', 'European Convention', 'ECHR', 'European Council Framework Decision', 'Act of 2003 44']",2021_IEHC_582
"['[2008] 4 IR 189', '[2008] IESC 9', '[2021] IECA 21', '[1980] IR 269', '[2020] IESC 49', '[1965] IR 294']","['European Arrest Warrant Act 2003', '2003 Act', 'Criminal Justice Act 1984', 'Mental Treatment Act 1945', 'Mental Health Act 2001', 'Health Act', 'Illegal Immigrants (Trafficking) Act 1999', 'Criminal Justice Act 1960', '1960 Act']",2021_IEHC_330
